0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	2	3	3	3	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	4	4	5	5	5	6	6	6	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	6	6	6	7	7	8	8	8	6	4	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	6	5	7	7	8	8	9	9	9	8	6	6	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	6	7	8	8	10	10	10	10	10	9	8	8	6	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	4	0	0	0	0	0	0	0	0	0	0
0	2	4	5	7	8	10	12	12	12	12	12	10	10	10	8	6	6	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	8	8	0	0	0	0	0	0	0	0	0
0	2	5	7	8	10	12	14	14	14	14	14	12	12	12	12	8	8	8	6	6	4	4	2	2	2	2	4	4	4	4	4	4	4	4	8	8	8	8	12	12	12	0	0	0	0	0	0	0	0
0	2	6	8	10	12	14	16	16	16	16	16	14	14	14	14	12	12	10	8	8	8	8	6	6	6	6	8	8	8	8	8	8	8	8	12	12	12	12	14	14	14	14	0	0	0	0	0	0	0
0	3	6	8	10	12	14	16	18	18	18	18	16	16	16	16	14	14	12	12	12	10	10	8	8	8	8	10	10	12	12	12	12	12	12	14	14	14	16	16	16	16	16	0	0	0	0	0	0	0
0	4	8	9	10	12	14	16	18	22	22	22	20	20	20	18	16	16	14	14	14	12	12	12	12	12	12	12	12	14	14	14	14	14	14	16	16	16	18	18	18	18	18	16	0	0	0	0	0	0
0	4	8	9	10	12	14	16	20	24	24	24	24	24	22	20	20	18	16	16	16	14	14	14	14	14	14	14	14	16	16	16	16	16	16	18	20	20	22	22	22	22	18	16	14	0	0	0	0	0
0	4	8	9	10	12	14	16	20	24	24	24	24	24	24	24	22	20	20	18	18	16	16	16	16	16	16	16	16	18	18	18	20	20	20	22	24	24	24	24	24	22	18	16	14	12	0	0	0	0
0	4	8	9	10	12	14	16	20	24	24	24	24	24	24	24	24	24	22	22	18	18	18	18	18	18	20	20	20	22	22	22	24	24	24	24	24	24	24	24	24	22	18	16	14	12	0	0	0	0
0	4	6	8	10	12	14	16	20	20	24	24	24	24	24	24	24	24	24	22	18	18	18	18	22	22	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	22	18	16	14	12	12	0	0	0
